,District,Year,CompBenchmark,CompYoYChange
2875,Old Toronto,2019,1372500.0,6.89
2876,Old Toronto,2019,1393000.0,6.15
2877,Old Toronto,2019,1371800.0,2.27
2878,Old Toronto,2019,1368300.0,1.52
2879,Old Toronto,2019,1391600.0,3.15
2880,Old Toronto,2019,1402900.0,4.37
2881,Old Toronto,2019,1414300.0,4.83
2882,Old Toronto,2019,1429800.0,9.19
2883,Old Toronto,2020,1402900.0,8.9
2884,Old Toronto,2020,1382400.0,8.5
2885,Old Toronto,2020,1397300.0,8.11
2886,Old Toronto,2020,1420600.0,3.83
2887,Old Toronto,2020,1387400.0,1.4
2888,Old Toronto,2020,1384600.0,-0.31
2889,Old Toronto,2020,1445100.0,5.45
2890,Old Toronto,2020,1516900.0,10.81
2891,Old Toronto,2020,1486300.0,7.18
2892,Old Toronto,2020,1516200.0,8.34
2893,Old Toronto,2020,1500600.0,6.41
2894,Old Toronto,2020,1423000.0,-0.4
2895,Old Toronto,2021,1381700.0,-1.62
2896,Old Toronto,2021,1433700.0,3.97
2897,Old Toronto,2021,1521200.0,8.97
2898,Old Toronto,2015,792300.0,5.4
2899,Old Toronto,2015,790300.0,6.58
2900,Old Toronto,2015,793400.0,7.39
2901,Old Toronto,2015,803200.0,8.54
2902,Old Toronto,2015,812500.0,9.23
2903,Old Toronto,2015,804700.0,9.04
2904,Old Toronto,2016,848100.0,15.09
2905,Old Toronto,2016,800500.0,10.5
2906,Old Toronto,2016,811000.0,8.73
2907,Old Toronto,2016,810200.0,6.4
2908,Old Toronto,2016,856300.0,9.8
2909,Old Toronto,2016,870700.0,8.45
2910,Old Toronto,2016,870700.0,9.9
2911,Old Toronto,2016,880500.0,11.46
2912,Old Toronto,2016,865200.0,9.05
2913,Old Toronto,2016,883600.0,10.0
2914,Old Toronto,2016,889400.0,9.4
2915,Old Toronto,2016,892200.0,10.86
2916,Old Toronto,2017,886600.0,12.94
2917,Old Toronto,2017,907600.0,14.54
2918,Old Toronto,2017,939000.0,16.84
2919,Old Toronto,2017,977800.0,21.96
2920,Old Toronto,2017,1003800.0,18.66
2921,Old Toronto,2017,1018200.0,17.9
2922,Old Toronto,2017,992000.0,15.4
2923,Old Toronto,2017,971000.0,11.28
2924,Old Toronto,2017,986200.0,15.08
2925,Old Toronto,2017,996700.0,13.77
2926,Old Toronto,2017,993600.0,12.46
2927,Old Toronto,2017,991300.0,12.1
2928,Old Toronto,2018,976800.0,9.74
2929,Old Toronto,2018,997100.0,9.15
2930,Old Toronto,2018,1015800.0,7.48
2931,Old Toronto,2018,1040800.0,5.79
2932,Old Toronto,2018,1049800.0,3.7
2933,Old Toronto,2018,1043600.0,2.49
2934,Old Toronto,2018,1032200.0,4.05
2935,Old Toronto,2018,1042800.0,7.4
2936,Old Toronto,2018,1054100.0,6.89
2937,Old Toronto,2018,1061900.0,6.54
2938,Old Toronto,2018,1076000.0,8.29
2939,Old Toronto,2018,1078300.0,8.78
2940,Old Toronto,2019,1073200.0,9.87
2941,Old Toronto,2019,1081800.0,8.5
2942,Old Toronto,2019,1104100.0,8.69
2943,Old Toronto,2019,1090800.0,4.8
2944,Old Toronto,2019,1111500.0,5.88
2945,Old Toronto,2019,1117000.0,7.03
2946,Old Toronto,2019,1124000.0,8.89
2947,Old Toronto,2019,1104100.0,5.88
2948,Old Toronto,2019,1112700.0,5.56
2949,Old Toronto,2019,1127900.0,6.21
2950,Old Toronto,2019,1138000.0,5.77
2951,Old Toronto,2019,1133800.0,5.14
2952,Old Toronto,2020,1121700.0,4.51
2953,Old Toronto,2020,1151300.0,6.42
2954,Old Toronto,2020,1199700.0,8.66
2955,Old Toronto,2020,1209900.0,10.92
2956,Old Toronto,2020,1179900.0,5.22
2957,Old Toronto,2020,1183400.0,5.09
2958,Old Toronto,2020,1179900.0,4.15
2959,Old Toronto,2020,1177100.0,5.64
2960,Old Toronto,2020,1168400.0,4.19
2961,Old Toronto,2020,1156900.0,1.77
2962,Old Toronto,2020,1168800.0,1.86
2963,Old Toronto,2020,1162100.0,1.62
2964,Old Toronto,2021,1159300.0,2.34
2965,Old Toronto,2021,1187800.0,2.18
2966,Old Toronto,2021,1209900.0,-0.23
2967,East York,2015,653600.0,9.03
2968,East York,2015,653900.0,8.7
2969,East York,2015,667900.0,8.44
2970,East York,2015,655400.0,4.63
2971,East York,2015,665400.0,8.15
2972,East York,2015,671800.0,8.44
2973,East York,2016,685800.0,11.8
2974,East York,2016,677500.0,6.96
2975,East York,2016,691200.0,13.2
2976,East York,2016,681800.0,9.24
2977,East York,2016,698300.0,11.24
2978,East York,2016,720200.0,12.23
2979,East York,2016,722700.0,10.58
2980,East York,2016,725600.0,10.96
2981,East York,2016,723000.0,8.26
2982,East York,2016,740200.0,12.96
2983,East York,2016,763500.0,14.75
2984,East York,2016,749600.0,11.57
2985,East York,2017,745900.0,13.35
2986,East York,2017,770000.0,14.97
2987,East York,2017,818500.0,19.87
2988,East York,2017,853600.0,26.71
2989,East York,2017,864900.0,25.49
2990,East York,2017,869800.0,22.41
2991,East York,2017,853200.0,19.77
2992,East York,2017,847800.0,18.5
2993,East York,2017,858500.0,20.64
2994,East York,2017,850700.0,16.76
2995,East York,2017,845400.0,12.53
2996,East York,2017,852400.0,15.37
2997,East York,2018,858500.0,15.09
2998,East York,2018,876200.0,13.79
2999,East York,2018,896700.0,9.6
3000,East York,2018,920000.0,7.88
3001,East York,2018,926100.0,7.21
3002,East York,2018,938100.0,7.85
3003,East York,2018,941300.0,10.33
3004,East York,2018,940900.0,10.98
3005,East York,2018,953700.0,11.09
3006,East York,2018,967800.0,13.77
3007,East York,2018,953300.0,12.77
3008,East York,2018,943400.0,10.67
3009,East York,2019,929200.0,8.24
3010,East York,2019,931000.0,6.26
3011,East York,2019,944100.0,5.29
3012,East York,2019,978100.0,6.31
3013,East York,2019,963600.0,4.05
3014,East York,2019,967100.0,3.09
3015,East York,2019,965000.0,1.94
3016,East York,2019,963900.0,2.44
3017,East York,2019,985100.0,3.3
3018,East York,2019,984100.0,1.68
3019,East York,2019,996500.0,4.53
3020,East York,2019,1007100.0,6.75
3021,East York,2020,1004300.0,8.07
3022,East York,2020,1008900.0,8.36
3023,East York,2020,1029400.0,9.03
3024,East York,2020,1035700.0,5.9
3025,East York,2020,1049900.0,8.89
3026,East York,2020,1081400.0,11.75
3027,East York,2020,1063000.0,10.08
3028,East York,2020,1076400.0,11.6
3029,East York,2020,1074300.0,8.98
3030,East York,2020,1086000.0,10.32
3031,East York,2020,1077100.0,8.03
3032,East York,2020,1053000.0,4.57
3033,East York,2021,1049900.0,4.4
3034,East York,2021,1064400.0,5.47
3035,East York,2021,1116400.0,8.46
3036,North York,2015,1448300.0,4.45
3037,North York,2015,1449200.0,6.02
3038,North York,2015,1447500.0,6.9
3039,North York,2015,1482600.0,9.29
3040,North York,2015,1499800.0,9.1
3041,North York,2015,1504000.0,7.54
3042,North York,2016,1577700.0,13.43
3043,North York,2016,1521200.0,7.84
3044,North York,2016,1559700.0,10.84
3045,North York,2016,1597400.0,12.7
3046,North York,2016,1682300.0,16.64
3047,North York,2016,1694300.0,16.23
3048,North York,2016,1707200.0,17.8
3049,North York,2016,1690900.0,16.54
3050,North York,2016,1700300.0,17.54
3051,North York,2016,1720900.0,16.07
3052,North York,2016,1772300.0,18.17
3053,North York,2016,1814300.0,20.63
3054,North York,2017,1829300.0,24.18
3055,North York,2017,1888700.0,25.18
3056,North York,2017,1992100.0,28.71
3057,North York,2017,2108300.0,32.87
3058,North York,2017,2110000.0,25.85
3059,North York,2017,2006700.0,20.86
3060,North York,2017,1947800.0,16.96
3061,North York,2017,1863300.0,13.57
3062,North York,2017,1842000.0,11.98
3063,North York,2017,1837700.0,10.12
3064,North York,2017,1807900.0,5.53
3065,North York,2017,1844600.0,5.98
3066,North York,2018,1850500.0,5.19
3067,North York,2018,1869300.0,3.4
3068,North York,2018,1869300.0,-2.41
3069,North York,2018,1859900.0,-7.98
3070,North York,2018,1863300.0,-7.73
3071,North York,2018,1873600.0,-6.63
3072,North York,2018,1863300.0,-4.34
3073,North York,2018,1834300.0,-1.56
3074,North York,2018,1879500.0,2.04
3075,North York,2018,1897500.0,3.25
3076,North York,2018,1879500.0,3.96
3077,North York,2018,1856500.0,0.65
3078,North York,2019,1840300.0,-0.55
3079,North York,2019,1888100.0,1.0
3080,North York,2019,1884700.0,0.82
3081,North York,2019,1895800.0,1.93
3082,North York,2019,1885500.0,1.19
3083,North York,2019,1897500.0,1.28
3084,North York,2019,1883800.0,1.24
3085,North York,2019,1871900.0,2.05
3086,North York,2019,1844600.0,-1.86
3087,North York,2019,1871900.0,-1.35
3088,North York,2019,1878700.0,-0.05
3089,North York,2019,1899200.0,2.3
3090,North York,2020,1900000.0,3.25
3091,North York,2020,1927300.0,2.08
3092,North York,2020,1952900.0,3.62
3093,North York,2020,1987000.0,4.67
3094,North York,2020,1984500.0,5.25
3095,North York,2020,1992200.0,4.99
3096,North York,2020,2015300.0,6.97
3097,North York,2020,2036600.0,8.85
3098,North York,2020,2048500.0,11.05
3099,North York,2020,2053600.0,9.71
3100,North York,2020,2045100.0,8.86
3101,North York,2020,2016100.0,6.11
3102,North York,2021,2063000.0,8.53
3103,North York,2021,2120200.0,10.15
3104,North York,2021,2162900.0,10.89
3105,North York,2015,656700.0,9.0
3106,North York,2015,651500.0,9.62
3107,North York,2015,663700.0,11.74
3108,North York,2015,671800.0,12.27
3109,North York,2015,668500.0,10.89
3110,North York,2015,667400.0,7.36
3111,North York,2016,636400.0,4.29
3112,North York,2016,681700.0,10.53
3113,North York,2016,713100.0,15.96
3114,North York,2016,730400.0,16.2
3115,North York,2016,777600.0,20.94
3116,North York,2016,785800.0,20.61
3117,North York,2016,778800.0,18.6
3118,North York,2016,754400.0,15.86
3119,North York,2016,755500.0,13.84
3120,North York,2016,786100.0,17.02
3121,North York,2016,808600.0,20.97
3122,North York,2016,834500.0,25.11
3123,North York,2017,827000.0,28.69
3124,North York,2017,852700.0,27.66
3125,North York,2017,886700.0,27.23
3126,North York,2017,941400.0,32.0
3127,North York,2017,957700.0,26.08
3128,North York,2017,945800.0,23.67
3129,North York,2017,919400.0,21.72
3130,North York,2017,888200.0,21.56
3131,North York,2017,861100.0,17.78
3132,North York,2017,849800.0,11.39
3133,North York,2017,846900.0,7.99
3134,North York,2017,861400.0,6.25
3135,North York,2018,866100.0,5.28
3136,North York,2018,877700.0,3.32
3137,North York,2018,867200.0,-1.88
3138,North York,2018,874100.0,-6.83
3139,North York,2018,875500.0,-8.2
3140,North York,2018,891100.0,-5.78
3141,North York,2018,881700.0,-4.1
3142,North York,2018,870800.0,-1.96
3143,North York,2018,887500.0,3.07
3144,North York,2018,906300.0,6.65
3145,North York,2018,883100.0,4.28
3146,North York,2018,887100.0,2.98
3147,North York,2019,872600.0,0.75
3148,North York,2019,887500.0,1.11
3149,North York,2019,902000.0,4.01
3150,North York,2019,909200.0,4.02
3151,North York,2019,912800.0,4.26
3152,North York,2019,915000.0,2.68
3153,North York,2019,920400.0,4.39
3154,North York,2019,929500.0,6.74
3155,North York,2019,932800.0,5.1
3156,North York,2019,925500.0,2.12
3157,North York,2019,928800.0,5.17
3158,North York,2019,936400.0,5.55
3159,North York,2020,934900.0,7.14
3160,North York,2020,945400.0,6.53
3161,North York,2020,962400.0,6.7
3162,North York,2020,986300.0,8.53
3163,North York,2020,1029300.0,9.47
3164,North York,2020,1027200.0,9.45
3165,North York,2020,1000600.0,6.09
3166,North York,2020,1010800.0,6.51
3167,North York,2020,1030100.0,8.21
3168,North York,2020,1025300.0,8.0
3169,North York,2020,1022100.0,7.33
3170,North York,2020,1004600.0,4.73
3171,North York,2021,1021700.0,6.52
3172,North York,2021,1052600.0,8.22
3173,North York,2021,1094400.0,8.89
3174,North York,2015,626300.0,4.36
3175,North York,2015,641900.0,4.89
3176,North York,2015,641600.0,6.19
3177,North York,2015,642600.0,7.75
3178,North York,2015,644000.0,6.28
3179,North York,2015,626600.0,4.0
3180,North York,2016,634700.0,6.26
3181,North York,2016,639200.0,6.88
3182,North York,2016,668000.0,7.79
3183,North York,2016,682700.0,10.45
3184,North York,2016,695600.0,12.16
3185,North York,2016,689100.0,9.39
3186,North York,2016,701700.0,12.17
3187,North York,2016,719000.0,12.08
3188,North York,2016,740800.0,15.53
3189,North York,2016,741400.0,15.45
3190,North York,2016,759500.0,18.0
3191,North York,2016,770300.0,23.01
3192,North York,2017,761100.0,23.76
3193,North York,2017,784800.0,25.83
3194,North York,2017,845000.0,29.74
3195,North York,2017,901300.0,35.4
3196,North York,2017,923200.0,36.38
3197,North York,2017,894400.0,36.34
3198,North York,2017,857200.0,28.29
3199,North York,2017,843400.0,23.04
3200,North York,2017,848700.0,20.47
3201,North York,2017,834100.0,17.83
3202,North York,2017,832200.0,14.9
3203,North York,2017,830200.0,12.84
3204,North York,2018,819400.0,9.53
3205,North York,2018,848500.0,10.05
3206,North York,2018,859000.0,3.26
3207,North York,2018,872400.0,-1.95
3208,North York,2018,871400.0,-4.17
3209,North York,2018,863200.0,-3.47
3210,North York,2018,856400.0,-0.08
3211,North York,2018,866200.0,2.71
3212,North York,2018,871400.0,2.7
3213,North York,2018,848800.0,1.76
3214,North York,2018,854700.0,2.71
3215,North York,2018,855700.0,3.07
3216,North York,2019,864200.0,5.47
3217,North York,2019,877300.0,3.39
3218,North York,2019,881500.0,2.63
3219,North York,2019,879900.0,0.86
3220,North York,2019,897200.0,2.96
3221,North York,2019,901800.0,4.47
3222,North York,2019,894600.0,4.47
3223,North York,2019,896300.0,3.47
3224,North York,2019,898500.0,3.11
3225,North York,2019,900500.0,6.09
3226,North York,2019,898200.0,5.09
3227,North York,2019,905100.0,5.77
3228,North York,2020,924000.0,6.92
3229,North York,2020,939700.0,7.12
3230,North York,2020,969800.0,10.01
3231,North York,2020,983900.0,11.82
3232,North York,2020,973200.0,8.45
3233,North York,2020,943800.0,4.64
3234,North York,2020,963400.0,7.68
3235,North York,2020,959200.0,7.0
3236,North York,2020,947700.0,5.5
3237,North York,2020,933700.0,3.67
3238,North York,2020,929100.0,3.42
3239,North York,2020,913400.0,0.9
3240,North York,2021,927100.0,0.32
3241,North York,2021,949000.0,1.04
3242,North York,2021,973200.0,0.34
3243,North York,2015,631900.0,11.5
3244,North York,2015,633200.0,10.12
3245,North York,2015,625900.0,9.15
3246,North York,2015,631200.0,7.64
3247,North York,2015,636200.0,7.94
3248,North York,2015,629500.0,6.32
3249,North York,2016,632200.0,7.38
3250,North York,2016,643200.0,8.39
3251,North York,2016,667300.0,12.32
3252,North York,2016,687000.0,11.5
3253,North York,2016,709100.0,13.91
3254,North York,2016,726100.0,15.35
3255,North York,2016,738500.0,16.88
3256,North York,2016,743800.0,17.72
3257,North York,2016,733800.0,17.32
3258,North York,2016,759900.0,20.39
3259,North York,2016,772900.0,21.56
3260,North York,2016,774200.0,23.06
3261,North York,2017,740400.0,22.25
3262,North York,2017,753100.0,22.05
3263,North York,2017,790600.0,23.62
3264,North York,2017,852600.0,29.74
3265,North York,2017,877400.0,29.4
3266,North York,2017,869100.0,26.32
3267,North York,2017,835000.0,20.01
3268,North York,2017,806800.0,14.93
3269,North York,2017,805500.0,15.76
3270,North York,2017,799700.0,11.59
3271,North York,2017,805200.0,10.61
3272,North York,2017,801300.0,9.78
3273,North York,2018,795400.0,8.26
3274,North York,2018,794100.0,6.3
3275,North York,2018,797100.0,1.49
3276,North York,2018,803200.0,-5.21
3277,North York,2018,805200.0,-7.49
3278,North York,2018,803500.0,-7.54
3279,North York,2018,798700.0,-4.35
3280,North York,2018,801900.0,-0.6
3281,North York,2018,789600.0,-1.97
3282,North York,2018,785400.0,-1.79
3283,North York,2018,791200.0,-1.73
3284,North York,2018,785400.0,-1.98
3285,North York,2019,781500.0,-1.75
3286,North York,2019,780200.0,-1.76
3287,North York,2019,788300.0,-1.1
3288,North York,2019,795400.0,-0.97
3289,North York,2019,803500.0,-0.2
3290,North York,2019,804200.0,0.08
3291,North York,2019,805200.0,0.85
3292,North York,2019,804500.0,0.32
3293,North York,2019,796400.0,0.86
3294,North York,2019,804500.0,2.44
3295,North York,2019,808700.0,2.21
3296,North York,2019,821700.0,4.63
3297,North York,2020,832400.0,6.52
3298,North York,2020,850900.0,9.07
3299,North York,2020,871700.0,10.58
3300,North York,2020,892100.0,12.16
3301,North York,2020,890500.0,10.87
3302,North York,2020,881100.0,9.56
3303,North York,2020,883300.0,9.71
3304,North York,2020,886300.0,10.17
3305,North York,2020,886600.0,11.33
3306,North York,2020,878500.0,9.2
3307,North York,2020,864800.0,6.99
3308,North York,2020,868400.0,5.69
3309,North York,2021,881100.0,5.89
3310,North York,2021,904400.0,6.33
3311,North York,2021,929700.0,6.66
3312,Old Toronto,2015,674700.0,5.54
3313,Old Toronto,2015,676300.0,7.88
3314,Old Toronto,2015,664500.0,5.89
3315,Old Toronto,2015,674400.0,5.6
3316,Old Toronto,2015,686200.0,6.56
3317,Old Toronto,2015,693100.0,8.04
3318,Old Toronto,2016,703000.0,8.39
3319,Old Toronto,2016,723500.0,9.71
3320,Old Toronto,2016,727900.0,9.49
3321,Old Toronto,2016,740000.0,11.05
3322,Old Toronto,2016,755600.0,13.07
3323,Old Toronto,2016,758400.0,11.93
3324,Old Toronto,2016,765500.0,13.5
3325,Old Toronto,2016,758700.0,12.18
3326,Old Toronto,2016,740000.0,11.37
3327,Old Toronto,2016,770200.0,14.19
3328,Old Toronto,2016,813100.0,18.53
3329,Old Toronto,2016,847600.0,22.23
3330,Old Toronto,2017,866100.0,19.52
3331,Old Toronto,2017,886400.0,18.69
3332,Old Toronto,2017,920200.0,22.19
3333,Old Toronto,2017,966200.0,25.18
3334,Old Toronto,2017,977800.0,25.71
3335,Old Toronto,2017,1001400.0,27.67
3336,Old Toronto,2017,958600.0,21.54
3337,Old Toronto,2017,938700.0,18.91
3338,Old Toronto,2017,930200.0,19.98
3339,Old Toronto,2017,946000.0,17.72
3340,Old Toronto,2017,939400.0,13.34
3341,Old Toronto,2017,942200.0,9.07
3342,Old Toronto,2018,949100.0,8.54
3343,Old Toronto,2018,966000.0,7.36
3344,Old Toronto,2018,975600.0,3.44
3345,Old Toronto,2018,1019700.0,3.29
3346,Old Toronto,2018,1042200.0,4.44
3347,Old Toronto,2018,1040300.0,3.87
3348,Old Toronto,2018,1034400.0,7.88
3349,Old Toronto,2018,1012500.0,7.85
3350,Old Toronto,2018,1043400.0,11.85
3351,Old Toronto,2018,1053100.0,11.32
3352,Old Toronto,2018,1048700.0,11.6
3353,Old Toronto,2018,1044300.0,10.84
3354,Old Toronto,2019,1046500.0,10.23
3355,Old Toronto,2019,1057500.0,9.44
3356,Old Toronto,2019,1073100.0,9.99
3357,Old Toronto,2019,1085600.0,6.46
3358,Old Toronto,2019,1080600.0,3.69
3359,Old Toronto,2019,1096200.0,5.37
3360,Old Toronto,2019,1087100.0,5.1
3361,Old Toronto,2019,1109000.0,9.53
3362,Old Toronto,2019,1102400.0,5.66
3363,Old Toronto,2019,1107400.0,5.16
3364,Old Toronto,2019,1112400.0,6.08
3365,Old Toronto,2019,1120900.0,7.33
3366,Old Toronto,2020,1114000.0,6.45
3367,Old Toronto,2020,1134000.0,7.24
3368,Old Toronto,2020,1167700.0,8.82
3369,Old Toronto,2020,1178000.0,8.52
3370,Old Toronto,2020,1165300.0,8.37
3371,Old Toronto,2020,1161600.0,6.45
3372,Old Toronto,2020,1199300.0,10.82
3373,Old Toronto,2020,1209800.0,9.62
3374,Old Toronto,2020,1205800.0,9.91
3375,Old Toronto,2020,1187400.0,7.77
3376,Old Toronto,2020,1180000.0,6.58
3377,Old Toronto,2020,1167500.0,4.69
3378,Old Toronto,2021,1170300.0,5.56
3379,Old Toronto,2021,1216400.0,7.75
3380,Old Toronto,2021,1276500.0,9.78
3381,Old Toronto,2015,755700.0,6.74
3382,Old Toronto,2015,763500.0,7.34
3383,Old Toronto,2015,759800.0,9.87
3384,Old Toronto,2015,763900.0,11.12
3385,Old Toronto,2015,768400.0,10.45
3386,Old Toronto,2015,764600.0,6.99
3387,Old Toronto,2016,784700.0,9.52
3388,Old Toronto,2016,792600.0,12.73
3389,Old Toronto,2016,802300.0,12.55
3390,Old Toronto,2016,807100.0,10.8
3391,Old Toronto,2016,814600.0,8.28
3392,Old Toronto,2016,835100.0,10.18
3393,Old Toronto,2016,837000.0,10.81
3394,Old Toronto,2016,823100.0,7.87
3395,Old Toronto,2016,825400.0,8.64
3396,Old Toronto,2016,839500.0,9.91
3397,Old Toronto,2016,865600.0,12.72
3398,Old Toronto,2016,900300.0,17.75
3399,Old Toronto,2017,940400.0,16.27
3400,Old Toronto,2017,959900.0,17.65
3401,Old Toronto,2017,1003200.0,21.38
3402,Old Toronto,2017,1049400.0,26.06
3403,Old Toronto,2017,1101300.0,31.11
3404,Old Toronto,2017,1059700.0,23.6
3405,Old Toronto,2017,1017700.0,17.87
3406,Old Toronto,2017,986500.0,15.77
3407,Old Toronto,2017,974100.0,14.57
3408,Old Toronto,2017,978900.0,13.84
3409,Old Toronto,2017,998100.0,12.81
3410,Old Toronto,2017,998500.0,8.57
3411,Old Toronto,2018,1012300.0,8.97
3412,Old Toronto,2018,1019500.0,8.29
3413,Old Toronto,2018,1037900.0,4.18
3414,Old Toronto,2018,1049900.0,1.67
3415,Old Toronto,2018,1072400.0,-0.28
3416,Old Toronto,2018,1078400.0,1.77
3417,Old Toronto,2018,1072000.0,5.35
3418,Old Toronto,2018,1062800.0,7.83
3419,Old Toronto,2018,1068000.0,9.61
3420,Old Toronto,2018,1056400.0,8.0
3421,Old Toronto,2018,1032400.0,3.61
3422,Old Toronto,2018,1040700.0,4.32
3423,Old Toronto,2019,1046300.0,3.44
3424,Old Toronto,2019,1072900.0,5.37
3425,Old Toronto,2019,1089700.0,5.17
3426,Old Toronto,2019,1096500.0,4.53
3427,Old Toronto,2019,1090900.0,1.85
3428,Old Toronto,2019,1089400.0,1.15
3429,Old Toronto,2019,1112900.0,3.99
3430,Old Toronto,2019,1109900.0,4.44
3431,Old Toronto,2019,1132400.0,6.03
3432,Old Toronto,2019,1129800.0,6.95
3433,Old Toronto,2019,1121200.0,8.6
3434,Old Toronto,2019,1118900.0,7.52
3435,Old Toronto,2020,1111400.0,6.23
3436,Old Toronto,2020,1128700.0,5.2
3437,Old Toronto,2020,1156000.0,6.08
3438,Old Toronto,2020,1172500.0,6.93
3439,Old Toronto,2020,1162800.0,6.59
3440,Old Toronto,2020,1143000.0,4.95
3441,Old Toronto,2020,1169900.0,5.11
3442,Old Toronto,2020,1187900.0,7.02
3443,Old Toronto,2020,1193900.0,5.42
3444,Old Toronto,2020,1192000.0,5.54
3445,Old Toronto,2020,1188300.0,5.98
3446,Old Toronto,2020,1179300.0,5.11
3447,Old Toronto,2021,1165800.0,4.89
3448,Old Toronto,2021,1215200.0,7.41
3449,Old Toronto,2021,1312600.0,13.58
3450,East York,2015,591700.0,12.8
3451,East York,2015,589600.0,13.25
3452,East York,2015,602200.0,14.39
3453,East York,2015,609900.0,14.52
3454,East York,2015,627200.0,15.68
3455,East York,2015,632700.0,15.59
3456,East York,2016,640300.0,16.08
3457,East York,2016,647100.0,15.06
3458,East York,2016,657900.0,18.67
3459,East York,2016,663400.0,16.31
3460,East York,2016,667700.0,14.17
3461,East York,2016,680100.0,16.27
3462,East York,2016,685000.0,15.77
3463,East York,2016,681600.0,15.62
3464,East York,2016,680400.0,12.99
3465,East York,2016,712400.0,16.82
3466,East York,2016,727800.0,16.06
3467,East York,2016,734300.0,16.07
3468,East York,2017,733900.0,16.11
3469,East York,2017,764300.0,18.45
3470,East York,2017,808900.0,23.37
3471,East York,2017,846500.0,28.13
3472,East York,2017,834500.0,25.61
3473,East York,2017,820100.0,20.25
3474,East York,2017,777400.0,12.91
3475,East York,2017,740800.0,8.03
3476,East York,2017,737100.0,7.98
3477,East York,2017,760500.0,6.41
3478,East York,2017,757100.0,3.93
3479,East York,2017,754300.0,2.47
3480,East York,2018,750600.0,1.54
3481,East York,2018,776800.0,1.0
3482,East York,2018,803200.0,-1.81
3483,East York,2018,819800.0,-3.69
3484,East York,2018,837700.0,-0.22
3485,East York,2018,825700.0,0.68
3486,East York,2018,813700.0,4.67
3487,East York,2018,810300.0,9.39
3488,East York,2018,802900.0,8.93
3489,East York,2018,803200.0,5.62
3490,East York,2018,797100.0,5.28
3491,East York,2018,806900.0,6.97
3492,East York,2019,805700.0,7.34
3493,East York,2019,816100.0,5.07
3494,East York,2019,834900.0,3.94
3495,East York,2019,842600.0,2.78
3496,East York,2019,840400.0,0.33
3497,East York,2019,836400.0,1.3
3498,East York,2019,836800.0,2.8
3499,East York,2019,829400.0,2.35
3500,East York,2019,835800.0,4.1
3501,East York,2019,855800.0,6.55
3502,East York,2019,866600.0,8.72
3503,East York,2019,874900.0,8.43
3504,East York,2020,863500.0,7.18
3505,East York,2020,871800.0,6.82
3506,East York,2020,880700.0,5.49
3507,East York,2020,894900.0,6.21
3508,East York,2020,917600.0,9.19
3509,East York,2020,908400.0,8.61
3510,East York,2020,938200.0,12.13
3511,East York,2020,940300.0,13.39
3512,East York,2020,947400.0,13.4
3513,East York,2020,936700.0,9.49
3514,East York,2020,938800.0,8.42
3515,East York,2020,922200.0,5.49
3516,East York,2021,936700.0,8.52
3517,East York,2021,994800.0,14.15
3518,East York,2021,1039700.0,18.02
3519,Scarborough,2015,472000.0,8.05
3520,Scarborough,2015,474700.0,7.93
3521,Scarborough,2015,481000.0,9.49
3522,Scarborough,2015,482500.0,9.45
3523,Scarborough,2015,480700.0,9.05
3524,Scarborough,2015,484500.0,8.73
3525,Scarborough,2016,480700.0,7.28
3526,Scarborough,2016,484700.0,7.16
3527,Scarborough,2016,490700.0,7.71
3528,Scarborough,2016,506300.0,9.8
3529,Scarborough,2016,521800.0,11.71
3530,Scarborough,2016,538600.0,14.88
3531,Scarborough,2016,530400.0,12.33
3532,Scarborough,2016,534600.0,12.64
3533,Scarborough,2016,547900.0,13.94
3534,Scarborough,2016,556200.0,15.3
3535,Scarborough,2016,555200.0,15.45
3536,Scarborough,2016,573500.0,18.39
3537,Scarborough,2017,568300.0,20.41
3538,Scarborough,2017,587300.0,23.34
3539,Scarborough,2017,631800.0,31.11
3540,Scarborough,2017,652800.0,31.49
3541,Scarborough,2017,657000.0,28.75
3542,Scarborough,2017,644600.0,23.58
3543,Scarborough,2017,627300.0,21.65
3544,Scarborough,2017,608800.0,17.1
3545,Scarborough,2017,598900.0,12.69
3546,Scarborough,2017,604600.0,12.14
3547,Scarborough,2017,606100.0,12.52
3548,Scarborough,2017,614000.0,10.54
3549,Scarborough,2018,617700.0,9.64
3550,Scarborough,2018,619900.0,6.27
3551,Scarborough,2018,621200.0,-1.14
3552,Scarborough,2018,630100.0,-2.74
3553,Scarborough,2018,635000.0,-2.5
3554,Scarborough,2018,639000.0,-0.88
3555,Scarborough,2018,644100.0,2.68
3556,Scarborough,2018,640700.0,5.23
3557,Scarborough,2018,646400.0,7.92
3558,Scarborough,2018,644600.0,6.62
3559,Scarborough,2018,646100.0,6.6
3560,Scarborough,2018,643600.0,4.83
3561,Scarborough,2019,640200.0,3.64
3562,Scarborough,2019,640200.0,3.27
3563,Scarborough,2019,653800.0,5.25
3564,Scarborough,2019,668600.0,6.12
3565,Scarborough,2019,671300.0,5.72
3566,Scarborough,2019,672800.0,5.3
3567,Scarborough,2019,674000.0,4.64
3568,Scarborough,2019,676300.0,5.55
3569,Scarborough,2019,681400.0,5.43
3570,Scarborough,2019,688100.0,6.74
3571,Scarborough,2019,700700.0,8.45
3572,Scarborough,2019,706400.0,9.75
3573,Scarborough,2020,711600.0,11.15
3574,Scarborough,2020,724400.0,13.16
